disease,symptom,count,values
Phosphene,Other specified visual disturbance NOS,30,1
Accommodation phosphene,Other specified visual disturbance NOS,30,1
Phosphene,Other specified visual disturbance,30,0
Accommodation phosphene,Other specified visual disturbance,30,0
Phosphene,Subjective visual disturbance,70,1
Accommodation phosphene,Subjective visual disturbance,70,1
Primary fibromyalgia syndrome,Pain finding,1360,1
Acute confusional migraine,Headache finding,590,1
Chronic mixed headache syndrome,Headache finding,590,1
Hindbrain hernia headache,Headache finding,590,1
"Unilateral sensory loss of face and trunk, opposite sides",Skin sensation disturbance,60,1
"Unilateral sensory loss of face and trunk, opposite sides",Absence of sensation finding,20,0
Bergers paresthesia,Skin sensation disturbance,60,1
Pulmonary cyanosis,Cyanosis of skin,60,1
Benign exertional headache,Headache finding,590,1
Analgesic overuse headache,Headache finding,590,1
Cervical nerve root pain,Radicular pain,20,1
Cervical nerve root pain,Pain of head and neck region,30,0
Secondary erythromelalgia,Pain finding,1360,1
Secondary erythromelalgia,Erythema of skin,890,1
Secondary erythromelalgia,Erythematous condition,890,1
Solar pruritus of elbows,Pruritus of skin,260,1
Brachioradial summer pruritus,Pruritus of skin,260,1
Solar pruritus of elbows,Itching of skin,260,1
Brachioradial summer pruritus,Itching of skin,260,1
Solar pruritus of elbows,Itch of skin,260,1
Brachioradial summer pruritus,Itch of skin,260,1
Solar pruritus of elbows,Other specified pruritic conditions disorder,60,0
Brachioradial summer pruritus,Other specified pruritic conditions disorder,60,0
Sporotrichotic gumma,Gummatous inflammation morphologic abnormality,80,0
Macular cutaneous amyloidosis,Macule morphologic abnormality,50,0
Salaam spasm,Spasm finding,100,1
Salaam spasm,Motor dysfunction,40,0
Hemiplegia-hemiconvulsion-epilepsy syndrome,Seizure,1690,1
Asteatotic eczema,Pruritus of skin,260,1
Winter itch,Pruritus of skin,260,1
Dry skin dermatitis,Pruritus of skin,260,1
Asteatotic eczema,Itching of skin,260,1
Winter itch,Itching of skin,260,1
Dry skin dermatitis,Itching of skin,260,1
Asteatotic eczema,Itch of skin,260,1
Winter itch,Itch of skin,260,1
Dry skin dermatitis,Itch of skin,260,1
Asteatotic eczema,Other specified pruritic conditions disorder,60,0
Winter itch,Other specified pruritic conditions disorder,60,0
Dry skin dermatitis,Other specified pruritic conditions disorder,60,0
Pigment alteration,Schistosomal pigment deposition,40,0
Disorder of pigmentation,Schistosomal pigment deposition,40,0
Pigment alteration,Drug pigmentation,70,0
Disorder of pigmentation,Drug pigmentation,70,0
Pigment alteration,Cullens sign,10,0
Disorder of pigmentation,Cullens sign,10,0
Pigment alteration,Blood pigmentation of cornea,20,0
Disorder of pigmentation,Blood pigmentation of cornea,20,0
Pigment alteration,Malarial pigment deposition,50,0
Disorder of pigmentation,Malarial pigment deposition,50,0
Posteruptive color change of tooth,Extrinsic staining of teeth associated with inadequate oral hygiene,20,0
Posteruptive teeth staining,Extrinsic staining of teeth associated with inadequate oral hygiene,20,0
Posteruptive color change of tooth,Extrinsic staining of teeth associated with oral habits,20,0
Posteruptive teeth staining,Extrinsic staining of teeth associated with oral habits,20,0
Partial epilepsy with impairment of consciousness,Seizure,1690,1
Myotonic disorder,Spasm finding,100,1
Disorder of oropharynx,Palatal myoclonus,50,1
Lumbosacral plexus neuropathy,Lateral femoral cutaneous neuralgia,40,1
Lumbosacral plexus neuropathy,Obturator neuralgia,40,1
Lumbosacral plexus neuropathy,Ilioinguinal nerve neuralgia,70,1
Lumbosacral plexus neuropathy,Genitofemoral nerve neuralgia,60,1
Lumbosacral plexus neuropathy,Testicular neuralgia,30,0
Acute and subacute bacterial endocarditis,Oslers node,30,0
Pruritus estivalis,Pruritus of skin,260,1
Pruritus estivalis,Itching of skin,260,1
Pruritus estivalis,Itch of skin,260,1
Pruritus estivalis,Other specified pruritic conditions disorder,60,0
Nasal infection,Purulent nasal discharge,80,1
Nasal infection,Purulent rhinitis,80,1
Blind or low vision - one eye only,Unqualified visual loss of one eye,10,0
Blind or low vision - one eye only,"Visual loss, one eye, unqualified",10,0
Candidiasis of finger web,Erythema of skin,890,1
Candidiasis of finger web,Erythematous condition,890,1
Delayed visual maturation,Other specified visual disturbance NOS,30,1
Delayed visual maturation,Other specified visual disturbance,30,0
Dysmenorrhea - non-psychogenic,Pain finding,1360,1
Myalgiamyositis - multiple,Muscle pain,20,0
Blind or low vision - both eyes,Unqualified visual loss of both eyes,10,0
Blind or low vision - both eyes,"Visual loss, both eyes unqualified",10,0
Blind or low vision - both eyes,Impairment level: low vision of both eyes,50,1
Blind or low vision - both eyes,"Low vision, both eyes",50,0
Pregnancy and infectious disease,Symptomatic disorders in pregnancy,30,0
Umbilical cord complication,Disorder of umbilicus,120,0
Umbilical cord problem,Disorder of umbilicus,120,0
Pain of uterus finding,Abdominal pain,40,0
Pain of uterus finding,Pain in female genitalia,20,0
Drug-induced erythema nodosum,Erythema of skin,890,1
Drug-induced erythema nodosum,Erythematous condition,890,1
Drug-induced toxic erythema,Erythema of skin,890,1
Drug-induced toxic erythema,Erythematous condition,890,1
Drug-induced erythema multiforme,Erythema of skin,890,1
Drug-induced erythema multiforme,Erythematous condition,890,1
Perineal wart,Perineal lump finding,60,1
Cervical facet joint pain,Pain of head and neck region,30,0
Thoracic facet joint pain,Chest pain,40,1
Thoracic facet joint pain,Pain in thoracic spine,10,0
Horizontal dolls head reflex absent,Abnormal reflex,30,0
Intertrigo of abdominal skin fold,Erythema of skin,890,1
Intertrigo of abdominal skin fold,Erythematous condition,890,1
Anterior mediastinum mass,"DSwelling, mass or lump of chest NOS",10,0
Anterior mediastinum mass,"DSwelling, mass and lump of chest",10,0
Antibiotic-associated diarrhea,Diarrhea symptom,390,1
Antibiotic-associated diarrhea,Loose stool,390,1
Erythema at injection site,Erythema of skin,890,1
Erythema at injection site,Erythematous condition,890,1
Infection of penis,Penile warts,40,0
Cyst of embryonic remnant - female,Mass of female genital structure,70,0
Acute sciatica,Pain finding,1360,1
Acute sciatica,Sciatica disorder,70,0
Chronic sciatica,Pain finding,1360,1
Chronic sciatica,Sciatica disorder,70,0
Peripheral vestibular nystagmus,Benign paroxysmal positional vertigo nystagmus,30,0
Central vestibular nystagmus,Bruns nystagmus,30,0
Vertical myoclonus,Myoclonic disorder,290,1
Alcohol-induced epilepsy,Seizure,1690,1
Alcohol withdrawal-induced convulsion,Seizure,1690,1
Alcohol-related fit,Seizure,1690,1
Acquired hyperbilirubinemia disorder,DJaundice not of newborn,50,1
Acquired hyperbilirubinemia disorder,DJaundice not of newborn NOS,50,0
Atypical absence seizure,Seizure,1690,1
Drug exanthem,Erythema of skin,890,1
Drug exanthem,Erythematous condition,890,1
Nodular lymphoma of extranodal ANDOR solid organ site,Mass of lymphoreticular structure,50,0
Transient neonatal hyperbilirubinemia,Newborn physiological jaundice disorder,80,0
Intestinal disaccharidase deficiency,Sucrose intolerance,10,0
Disaccharidase deficiency,Sucrose intolerance,10,0
Dyssomnia,Disturbance in sleep behavior,40,1
Dyssomnia,Hypersomnia disorder,70,0
Dyssomnia,Insomnia disorder,70,0
Dyssomnia,DSleep disturbances & hypersomnia or insomnia,10,0
Sick headache,Headache finding,590,1
Adrenogenital disorder,Virilization finding,50,0
Dermatitis vegetans,Abnormal granulation tissue,30,0
Palsy of conjugate gaze,Spasm of conjugate gaze,30,0
Cap polyp,Mass of digestive structure,220,0
Cyst of tendon sheath,Mass of musculoskeletal structure,100,0
Infective pharyngitis disorder,Pain in throat,40,1
Infective pharyngitis disorder,Sore throat symptom,40,0
Cyst of iris andor ciliary body,Mass of eye structure,70,1
Cyst of iris andor ciliary body,Swelling of structure of eye,70,0
Acute diarrhea,Diarrhea symptom,390,1
Acute diarrhea,Loose stool,390,1
Atypical angina,Angina,230,1
Atypical angina,Ischemic chest pain,230,1
Atypical angina,Pain finding,1360,1
Atypical angina,Other forms of angina pectoris,140,0
Refractory angina,Angina,230,1
Refractory angina,Ischemic chest pain,230,1
Refractory angina,Pain finding,1360,1
Refractory angina,Other forms of angina pectoris,140,0
Focal dystonia,Blepharospasm disorder,70,1
Focal dystonia,Spastic dysphonia,40,0
Eclamptic seizure,Seizure,1690,1
Migraine variant with headache,Headache finding,590,1
Reflex sympathetic dystrophy of lower extremity,Pain finding,1360,1
Acute respiratory distress,Respiratory distress finding,30,0
Vertebrogenic pain syndrome,Dorsalgia,30,1
Vertebrogenic pain syndrome,Backache NOS or back pain & low,20,0
Carotid territory transient ischemic attack,Amaurosis fugax,40,0
Benign myoclonic epilepsy in infancy,Seizure,1690,1
Severe myoclonic epilepsy in infancy,Seizure,1690,1
Cough headache syndrome,Headache finding,590,1
Recurrent hypersomnia,Hypersomnia disorder,70,0
Cataplexy and narcolepsy,Hypersomnia disorder,70,0
Juvenile neuronal ceroid lipofuscinosis,Myoclonic disorder,290,1
Posttraumatic osteoporosis,Pain finding,1360,1
Sleep-related neurogenic tachypnea,Tachypnea finding,20,0
Nonconvulsive status epilepticus,Seizure,1690,1
Simple partial status epilepticus,Seizure,1690,1
Simple partial status epilepticus,Partial seizure,220,0
Anterior frontopolar epilepsy,Seizure,1690,1
Orbitofrontal epilepsy,Seizure,1690,1
Periodic limb movement disorder,Involuntary movement,50,1
Periodic limb movement disorder,Involuntary movement symptom,50,1
Progressive myoclonic epilepsy,Myoclonic disorder,290,1
Progressive myoclonic epilepsy,Seizure,1690,1
Lafora disease,Myoclonic disorder,290,1
Lafora disease,Seizure,1690,1
Unverricht-Lundborg syndrome,Myoclonic disorder,290,1
Unverricht-Lundborg syndrome,Seizure,1690,1
Femoral neuropathy,Femoral neuralgia,30,1
Benign neonatal sleep myoclonus,Myoclonic disorder,290,1
Ballism,Involuntary movement,50,1
Ballism,Involuntary movement symptom,50,1
Environmental sleep disorder,Disturbance in sleep behavior,40,1
Sleep disorder,Disturbance in sleep behavior,40,1
Sleep disorder,Other sleep stage or arousal dysfunction,10,0
Sleep disorder,Sleep dysfunction with sleep stage disturbance,10,0
Sleep disorder,Sleep dysfunction with arousal disturbance,10,0
Neonatal gastrointestinal disorder,Vomiting in newborn,20,0
Afebrile seizure,Seizure,1690,1
Hyperkeratosis disorder,Subungual hyperkeratosis,30,0
Hyperkeratosis morphologic abnormality,Subungual hyperkeratosis,30,0
Periorbital erythema,Erythema of skin,890,1
Periorbital erythema,Erythematous condition,890,1
Respiratory tract congestion,Congestion of nasal sinus,40,0
Refractory epilepsy,Seizure,1690,1
Pseudocyst of ear,Mass of ear structure,80,0
Purple glove syndrome,Cyanosis of skin,60,1
Effusion of joint,Joint swelling,10,0
Effusion of joint,Joint effusion of other specified site,10,0
Effusion of joint,Painful swelling of joint,20,0
Diffuse pyelonephritis,Diffuse inflammation,110,0
Exfoliative erythema,Erythema of skin,890,1
Exfoliative erythema,Erythematous condition,890,1
Anterior ethmoidal nerve syndrome,Neuropathic pain,160,1
Anterior ethmoidal nerve syndrome,Pain finding,1360,1
Disorder of eye region,Periorbital edema,30,1
Disorder of eye region,Spasm of conjugate gaze,30,0
Disorder of eye region,Irregular nystagmus,20,1
Disorder of eye region,Gaze paretic nystagmus,20,1
Disorder of eye region,Postural nystagmus,20,1
Disorder of eye region,Spontaneous nystagmus,20,1
Disorder of eye region,Body positional nystagmus,20,1
Disorder of eye region,Nystagmus produced by neck rotation,30,1
Disorder of eye region,Nystagmus enhanced when fixation removed,30,1
Disorder of eye region,Nystagmus signs,20,1
Disorder of eye region,Elliptical nystagmus,30,0
Functional amblyopia,Visual disturbances NOS or amblyopia or blurred vision,20,0
Visual perceptual weakness,Subjective visual disturbance,70,1
Visual perceptual weakness,Visual alteration,90,0
Scotopic sensitivity,Visual alteration,90,0
Chondrodermatitis nodularis disorder,Mass of ear structure,80,0
Physiological cutis marmorata,Pale complexion,80,0
Neonatal cutis marmorata,Pale complexion,80,0
Normocomplementemic urticarial vasculitis,Urticarial vasculitis disorder,70,0
Diabetic wet gangrene of the foot,DWidespread diabetic foot gangrene,10,0
Viral wart on lip,Mass of oral cavity,70,0
Erythema nodosum due to streptococcal infection,Erythema of skin,890,1
Erythema nodosum due to streptococcal infection,Erythematous condition,890,1
Erythema nodosum due to Yersinia enterocolitica,Erythema of skin,890,1
Erythema nodosum due to Yersinia enterocolitica,Erythematous condition,890,1
Erythema multiforme due to mycoplasma infection,Erythema of skin,890,1
Erythema multiforme due to mycoplasma infection,Erythematous condition,890,1
Familial actinic prurigo,Erythema of skin,890,1
Familial actinic prurigo,Erythematous condition,890,1
Familial actinic prurigo of lip,Erythema of skin,890,1
Familial actinic prurigo of lip,Erythematous condition,890,1
Papular form erythema multiforme,Erythema of skin,890,1
Papular form erythema multiforme,Erythematous condition,890,1
Vesicobullous form erythema multiforme,Erythema of skin,890,1
Vesicobullous form erythema multiforme,Erythematous condition,890,1
Erythema multiforme due to malignancy,Erythema of skin,890,1
Erythema multiforme due to malignancy,Erythematous condition,890,1
Clubbing of nails associated with systemic disorder,Clubbing morphologic abnormality,20,0
Clubbing of nails associated with systemic disorder,Clubbing of nail disorder,40,1
Acquired koilonychia,Koilonychia,50,0
Postmenopausal flushing,Face goes red,30,0
Stellate pseudoscar in senile purpura,Stellate pseudoscar,50,0
Penile sclerosing lipogranuloma,Perineal lump finding,60,1
Penile sclerosing lipogranuloma,Mass of male genital structure,30,0
Lupus erythematosus-associated urticarial vasculitis,Urticarial vasculitis disorder,70,0
Postmenopausal pruritus,Pruritus of skin,260,1
Postmenopausal pruritus,Itching of skin,260,1
Postmenopausal pruritus,Itch of skin,260,1
Postmenopausal pruritus,Other specified pruritic conditions disorder,60,0
Pruritus due to systemic disorder,Pruritus of skin,260,1
Pruritus due to systemic disorder,Itching of skin,260,1
Pruritus due to systemic disorder,Itch of skin,260,1
Serum sickness due to drug,Immune complex urticaria,70,0
Drug-induced Stevens-Johnson syndrome,Erythema of skin,890,1
Drug-induced Stevens-Johnson syndrome,Erythematous condition,890,1
Drug-induced erythema,Erythema of skin,890,1
Drug-induced erythema,Erythematous condition,890,1
Drug-induced flushing,Face goes red,30,0
Erythroderma due to vancomycin,Erythema of skin,890,1
Erythroderma due to vancomycin,Erythematous condition,890,1
Non-melanin pigmentation due to drug,Drug pigmentation,70,0
Acral erythema due to cytotoxic therapy,Erythema of skin,890,1
Acral erythema due to cytotoxic therapy,Erythematous condition,890,1
Stellate pseudoscars due to corticosteroids,Stellate pseudoscar,50,0
Drug-induced mucositis,Rhinitis due to alpha-adrenergic blocking agent,20,0
PUVA-induced pruritus,Pruritus of skin,260,1
PUVA-induced pruritus,Itching of skin,260,1
PUVA-induced pruritus,Itch of skin,260,1
Eosinophilia-myalgia syndrome from tryptophan,Pain finding,1360,1
Erythroderma of unknown etiology,Erythema of skin,890,1
Erythroderma of unknown etiology,Erythematous condition,890,1
Lymphedema of lower extremity,Edema of lower extremity,10,0
Lymphedema of penis,Edema of penis,30,0
Hemodialysis-associated pruritus,Pruritus of skin,260,1
Hemodialysis-associated pruritus,Itching of skin,260,1
Hemodialysis-associated pruritus,Itch of skin,260,1
Scaling eczema,Erythema of skin,890,1
Scaling eczema,Erythematous condition,890,1
Senile asteatotic eczema,Pruritus of skin,260,1
Senile asteatotic eczema,Itching of skin,260,1
Senile asteatotic eczema,Itch of skin,260,1
Splenic hamartoma,Mass of lymphoreticular structure,50,0
Porphyria-induced scleroderma,Thickening of skin,30,0
Pangastritis,Diffuse inflammation,110,0
Exacerbation of backache,Dorsalgia,30,1
Crusting of pigmented skin lesion,Changes in skin texture,20,0
Post infarct angina,Angina,230,1
Post infarct angina,Ischemic chest pain,230,1
Post infarct angina,Pain finding,1360,1
Post infarct angina,Other forms of angina pectoris,140,0
Exanthematous disorder,Erythema of skin,890,1
Exanthematous disorder,Erythematous condition,890,1
Endometriosis of uterosacral ligament,Pain finding,1360,1
Contact lens related giant papillary conjunctivitis,Contact lens related disorder,30,0
Diffuse episcleritis,Diffuse inflammation,110,0
Divergence insufficiency,Anomaly of divergence,20,0
Mild dietary indigestion,Indigestion finding,10,0
Neurologic unpleasant taste,Bad taste in mouth,10,0
Neurologic unpleasant taste,Unpleasant taste in mouth,10,0
Female Kallmans syndrome,Loss of sense of smell,20,0
Degenerative disorder,Schistosomal pigment deposition,40,0
Inflammation of specific body systems,Tuberculous chancre,30,0
Hereditary disorder of the visual system,Visual alteration,90,0
Neonatal cardiovascular disorder,Neonatal cyanosis,20,0
Disorder of finger,Paroxysmal hematoma of the finger,20,0
Urticaria perstans,Urticaria persistans,10,0
Infectious disease of mucous membrane,Purulent nasal discharge,80,1
Infectious disease of mucous membrane,Purulent rhinitis,80,1
Melanocytic nevus of ear,Mass of ear structure,80,0
Chronic disease of musculoskeletal system,Intermittent torticollis,20,0
Musculoskeletal disorder of the neck,Wry necktorticollis,50,1
Musculoskeletal disorder of the neck,Spasmodic torticollis disorder,40,0
Disorder of cervical spine disorder,Wry necktorticollis,50,1
Disorder of cervical spine disorder,Intermittent torticollis,20,0
Acute disease of cardiovascular system,Paroxysmal hypertension,30,0
Chronic digestive system disorder,Intermittent vomiting,20,0
Disorder of upper gastrointestinal tract,Nausea and vomiting disorder,20,1
Disorder of upper gastrointestinal tract,Uncontrollable vomiting,30,0
Disorder of upper gastrointestinal tract,Intermittent vomiting,20,0
Disorder of upper gastrointestinal tract,Vomiting after gastrointestinal tract surgery,10,0
Disorder of upper gastrointestinal tract,Postoperative nausea,10,0
Disorder of palate,Palatal myoclonus,50,1
Disorder of uvula of palate,Edema of uvula,30,0
Diarrheal disorder,Diarrhea symptom,390,1
Diarrheal disorder,Loose stool,390,1
Diarrheal disorder,"Nausea, vomiting and diarrhea",10,0
Diarrheal disorder,Diarrhea after gastrointestinal tract surgery,10,0
Acute nervous system disorder,Paroxysmal dystonia,40,0
Neurologic disorder of eye movements,Ophthalmoplegia disorder,110,1
Neurologic disorder of eye movements,Smooth pursuit movement deficiency,10,0
Neurologic disorder of eye movements,Deficiency of smooth pursuit movements,10,0
Disorder characterized by edema,Periorbital edema,30,1
Disorder characterized by edema,Edema of oral soft tissues,40,1
Disorder characterized by edema,Gestational edema without hypertension,10,0
Disorder characterized by edema,Edema of newborn,20,0
Disorder characterized by edema,Edema of spinal cord,30,0
Disorder characterized by edema,Edema of oral vestibule,40,0
Disorder of face,Periorbital edema,30,1
Disorder of face,Neonatal facial petechiae,30,1
Disorder of face,Traumatic neonatal facial cyanosis,30,0
Disorder of abdomen,Acute abdomen,10,0
Disorder of abdomen,Intra-abdominal collection,30,0
Disorder of abdomen,Pain during inflow of dialysate,20,1
Disorder of abdomen,Pain during outflow of dialysate,20,1
Disorder of abdomen,Disorder of umbilicus,120,0
Disorder of abdominal wall,Scaphoid abdomen,10,0
Disorder of abdominal wall,Ilioinguinal nerve neuralgia,70,1
Disorder of abdominal wall,Genitofemoral nerve neuralgia,60,1
Disorder of pelvis,Ilioinguinal nerve neuralgia,70,1
Disorder of pelvis,Genitofemoral nerve neuralgia,60,1
Disorder of lower extremity,Paraparesis disorder,20,0
Disorder of lower extremity,Cruralgia,40,1
Disorder of lower extremity,Ilioinguinal nerve neuralgia,70,1
Disorder of extremity,Flaccid tetraplegia,20,0
Disorder of thigh,Lateral femoral cutaneous neuralgia,40,1
Disorder of thigh,Obturator neuralgia,40,1
Disorder of thigh,Genitofemoral nerve neuralgia,60,1
Disorder of lower leg disorder,Saber shin,20,0
Chronic nervous system disorder,Chronic progressive paraparesis,10,0
Inflammatory disorder,Sporotrichotic chancre,30,0
Chronic pain syndrome,Generalized aches and pains finding,20,0
Seizures complicating infection in the newborn,Seizure,1690,1
Progressive Angina disorder,Angina,230,1
Progressive Angina disorder,Ischemic chest pain,230,1
Progressive Angina disorder,Pain finding,1360,1
Recurrent angina after percutaneous transluminal coronary angioplasty,Angina,230,1
Recurrent angina after percutaneous transluminal coronary angioplasty,Ischemic chest pain,230,1
Recurrent angina after percutaneous transluminal coronary angioplasty,Pain finding,1360,1
Recurrent angina after coronary stent placement,Angina,230,1
Recurrent angina after coronary stent placement,Ischemic chest pain,230,1
Recurrent angina after coronary stent placement,Pain finding,1360,1
Recurrent angina after coronary artery bypass graft,Angina,230,1
Recurrent angina after coronary artery bypass graft,Ischemic chest pain,230,1
Recurrent angina after coronary artery bypass graft,Pain finding,1360,1
Recurrent angina post rotational atherectomy,Angina,230,1
Recurrent angina post rotational atherectomy,Ischemic chest pain,230,1
Recurrent angina post rotational atherectomy,Pain finding,1360,1
Recurrent angina post rotational atherectomy,Other forms of angina pectoris,140,0
Recurrent angina after directional coronary atherectomy,Angina,230,1
Recurrent angina after directional coronary atherectomy,Ischemic chest pain,230,1
Recurrent angina after directional coronary atherectomy,Pain finding,1360,1
Recurrent angina after directional coronary atherectomy,Other forms of angina pectoris,140,0
Seizures due to metabolic disorder,Seizure,1690,1
Transient respiratory distress with sepsis,Respiratory distress finding,30,0
Exudative diathesis,Subepidermal edema,10,0
Disorder characterized by pain,Angina,230,1
Disorder characterized by pain,Ischemic chest pain,230,1
Disorder characterized by pain,Glossodynia disorder,40,1
Disorder characterized by pain,Neuropathic pain,160,1
Disorder characterized by pain,Pain finding,1360,1
Disorder characterized by pain,Injection site pain,10,0
Disorder characterized by pain,Cheilodynia disorder,20,1
Disorder characterized by pain,"Pain due to any device, implant ANDOR graft",10,0
Disorder characterized by pain,Generalized aches and pains finding,20,0
Disorder characterized by pain,Painful legs and moving toes,40,1
Disorder characterized by pain,Pain during inflow of dialysate,20,1
Disorder characterized by pain,Pain during outflow of dialysate,20,1
Disorder characterized by pain,Pain from breast implant,10,0
Disorder characterized by pain,Pain from tissue expander,20,0
Disorder characterized by pain,Rubella arthralgia,20,0
Disorder characterized by pain,Painful arms and moving fingers,30,0
Disorder characterized by pain,Painful hematuria,10,0
Disorder characterized by pain,Polymyalgia,30,0
Disorder characterized by pain,Painful blind eye,20,0
Disorder characterized by pain,Pain at rest due to peripheral vascular disease,20,0
Extraovarian endometriosis,Pain finding,1360,1
Disorder of neonatal umbilicus,Disorder of umbilicus,120,0
Headache following myelography,Headache finding,590,1
Postmyelography headache,Headache finding,590,1
Headache following myelography,Headache following lumbar puncture,10,0
Postmyelography headache,Headache following lumbar puncture,10,0
Headache following myelography,Reaction to spinal or lumbar puncture disorder,30,0
Postmyelography headache,Reaction to spinal or lumbar puncture disorder,30,0
Headache following myelography,Post dural puncture headache,30,0
Postmyelography headache,Post dural puncture headache,30,0
Disorder characterized by back pain,Dorsalgia,30,1
Disorder characterized by back pain,Pain finding,1360,1
Disorder characterized by back pain,Backache NOS or back pain & low,20,0
Condyloma acuminata of vagina,Mass of female genital structure,70,0
Disorder of body cavity,Edema of oral vestibule,40,0
Disorder of perianal skin,Pruritus ani,10,0
Disorder of skin of head,Scalp itchy,20,0
Disorder of skin of head,Neonatal facial petechiae,30,1
Disorder of skin of head,Traumatic neonatal facial cyanosis,30,0
Disorder of skin of trunk,Pruritus of penis,30,1
Disorder of skin of trunk,Burning scrotum,40,1
Disorder of skin of trunk,Scrotal pruritus,30,0
Disorder of skin of upper limb,Paroxysmal hematoma of the finger,20,0
Brachioradial pruritus,Pruritus of skin,260,1
Brachioradial pruritus,Itching of skin,260,1
Brachioradial pruritus,Itch of skin,260,1
Angry back syndrome,Low back pain,40,0
"Urticarial vasculitis with monoclonal IgM component, Schnitzler",Urticarial vasculitis disorder,70,0
Diffuse inflammatory erythema,Erythema of skin,890,1
Diffuse inflammatory erythema,Erythematous condition,890,1
Abnormality of nail shape,Koilonychia,50,0
Necrotizing cutaneous vasculitis,Urticarial vasculitis disorder,70,0
Serum sickness type vasculitis,Immune complex urticaria,70,0
Acute edema - cutaneous distension syndrome,Acute edema,110,0
Acute edema blisters,Acute edema,110,0
Lymphedema of lip,Edema of oral soft tissues,40,1
Penile venereal edema,Edema of penis,30,0
Generalized pruritus of unknown etiology,Pruritus of skin,260,1
Generalized pruritus of unknown etiology,Itching of skin,260,1
Generalized pruritus of unknown etiology,Itch of skin,260,1
Urine induced contact dermatitis,Erythema of skin,890,1
Urine induced contact dermatitis,Erythematous condition,890,1
Diarrhea due to staphylococcus,Diarrhea symptom,390,1
Diarrhea due to staphylococcus,Loose stool,390,1
Nocturnal sleep-related eating disorder,Sleep automatism,40,0
Eczema craquelé due to acute edema,Acute edema,110,0
Simple partial seizure with focal motor signs with march,Seizure,1690,1
Postpartum fever,Pattern of fever - finding,10,0
Constipation due to neurogenic bowel,Constipation disorder,120,1
Paroxysmal hemicrania,Headache finding,590,1
Stress-induced epilepsy,Seizure,1690,1
"Equilibration disorder, vestibular nerve",Problem with balance,10,0
"Equilibration disorder, vestibular nerve",Impairment of balance,10,0
"Complex regional pain syndrome, type II, lower limb",Pain finding,1360,1
"Complex regional pain syndrome, type II, upper limb",Pain finding,1360,1
Breast engorgement in newborn,Engorgement of breasts,20,0
Claudication,Pain in lower limb finding,20,0
Corneal iron deposits,Stahlis line,20,0
Gait apraxia,Other and unspecified symbolic dysfunctions,60,1
Gait apraxia,DOther symbolic dysfunction,60,0
Nerve root disorder,Painful legs and moving toes,40,1
Nerve root disorder,Segmental peripheral neuralgia,30,1
Nerve root disorder,Painful arms and moving fingers,30,0
Algodystrophy disorder,Pain finding,1360,1
Perinatal jaundice NOS,Newborn physiological jaundice disorder,80,0
Primary acquired melanosis of conjunctiva without atypia,Mass of eye structure,70,1
Primary acquired melanosis of conjunctiva without atypia,Swelling of structure of eye,70,0
Disorder of skeletal muscle,Blepharospasm disorder,70,1
Disorder of skeletal muscle,Increased muscle tone,10,0
Disorder of skeletal muscle,Muscular hypertonicity,10,0
Disorder of skeletal muscle,Polymyalgia,30,0
Plasma protein metabolism disorder: & hyperproteinaemia or hypoproteinaemia or Waldenstroms macroglobulinaemia,Hypoproteinemia disorder,30,0
Plasma protein metabolism disorder: & hyperproteinemia or hypoproteinemia or Waldenstroms macroglobulinemia,Hypoproteinemia disorder,30,0
Dysmenorrhoea & non psychogenic or congestive or spasmodic,Spasmodic dysmenorrhea,30,0
Dysmenorrhea & non psychogenic or congestive or spasmodic,Spasmodic dysmenorrhea,30,0
DHypersomnia with sleep apnea or sleep apnea syndrome,Hypersomnia with sleep apnea,20,0
DHypersomnia with sleep apnoea or sleep apnoea syndrome,Hypersomnia with sleep apnea,20,0
Neuralgianeuritis - NOS or nerve root pain NEC,Neuropathic pain,160,1
Disturbance of consciousness or faintsyncopevasovagal symptom,Syncope symptom,120,1
Disturbance of consciousness or faintsyncopevasovagal symptom,Syncope and collapse,120,1
Disturbance of consciousness or faintsyncopevasovagal symptom,Disturbance of consciousness,10,0
Disturbance of consciousness or faintsyncopevasovagal symptom,Vasovagal symptom,10,0
Acute mucopurulent conjunctivitis or sticky eye,Discharge of eye,30,0
Chronic pharyngitisnasopharyngitis or catarrh or congested nose,Nasal congestion,20,1
Chronic pharyngitisnasopharyngitis or catarrh or congested nose,Catarrhal nasal discharge,20,0
Simple chronic bronchitis or smokers cough or senile tracheobronchitis,Smokers cough,30,0
Tendinitis: ankletarsus or achilles or ankle or calcaneal spur or metatarsalgia,Metatarsalgia finding,20,0
Temporomandibular joint: ankylosis or stiff,Temporomandibular joint stiff,10,0
Morning sickness & mild hyperemesis gravidarum,Morning sickness,20,0
Tongue disease NOS or coated tongue or geographic tongue or glossodynia,Glossodynia disorder,40,1
Tongue disease NOS or coated tongue or geographic tongue or glossodynia,Glossopyrosis disorder,30,0
Coccygeal disorder NOS or coccydynia,Pain in the coccyx,20,0
Central pain syndrome,Pain finding,1360,1
Central pain syndrome,Pseudothalamic pain,10,0
Urticaria NOS or hives or pachydermia,Weal,60,0
Genital varices in pregnancy & vaginal or vulval,Vulval varices in pregnancy,30,0
Intolerance NEC: fat or food or milk or malabsorption NOS: syndrome or other gastrointestinal tract,Food intolerance,30,0
